DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
47030082111,0.0,,,,,,,,,,0,0
47030082112,0.0,,,,,,,0.0413,,,0,0
47030082113,0.0001,,,,,,,0.0662,,,0,0
47030082114,0.0001,,,,,,,0.0468,,,0,0
47030082115,0.0,,,,,,,,,,0,0
47030082116,0.0,,,,,,,,,,0,0
47030082117,0.0,,,,,,,,,,0,0
47030082118,0.0,,,,,,,,,,0,0
47030082119,0.0,,,,,,,,,,0,0
47030082120,0.0,,,,,,,,,,0,0
47030082121,0.0,,,,,,,,,,0,0
47030083001,,,,,,,,,,,0,0
47030083002,,,,,,,,,,,0,0
47030083003,,,,,,,,,,,0,0
47030083004,,,,,,,,,,,0,0
47030083005,,,,,,,,,,,0,0
47030083006,,,,,,,,,,,0,0
47030083007,,,,,,,,,,,0,0
47030083008,,,,,,,,,,,0,0
47030083009,,,,,,,,,0.0185,,0,0
47030083010,,,,,,,,,,,0,0
47030083011,,,,,,,,,,,0,0
47030083012,,,,,,,,,,,0,0
47030083013,,,,,,,,,,,0,0
47030083014,,,,,,,,,,,0,0
