DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
35181080017,0.0302,0.0207,0.0395,0.0042,0.049,0.0269,0.0192,,0.143,0.0063,0,0
35181080018,0.0331,0.0162,0.0327,0.0049,0.037,0.0373,0.0265,,0.126,0.0098,0,0
35181080019,0.0281,0.0135,0.0355,0.0039,0.0694,0.0256,0.0182,,0.1256,0.006,0,0
35181080020,0.0282,0.0093,0.0258,0.004,0.0341,0.0298,0.0212,,0.1933,0.0111,0,0
35181080021,0.0275,0.01,0.0292,0.0037,0.0411,,,,0.0883,0.0049,0,0
35181080022,0.0326,0.0141,0.0293,0.0047,0.0251,0.0355,0.0253,,0.1074,0.0094,0,0
35181080023,0.0281,0.0244,0.0575,0.0042,0.0174,,,,0.0779,0.0049,0,0
35181080024,0.0312,0.0184,,0.015,,,,,,0.0006,0,0
35181080025,0.0303,0.0184,,0.0149,,,,,,0.0004,0,0
35181080026,0.0305,0.0184,,0.0149,,,,,,0.0004,0,0
35181080027,0.0298,0.0184,,0.0145,,,,,,0.0005,0,0
35181080028,0.0295,0.0184,,0.0143,,,,,,0.0016,0,0
35181080029,0.0357,0.0261,,0.0134,0.0191,0.0303,0.0433,,,0.0047,0,0
35181080030,0.0354,0.0112,,0.0175,0.0168,0.0248,0.0376,,,0.0034,0,0
35181080031,0.0312,0.0184,,0.0149,,,,,,0.0016,0,0
35181081001,0.0261,,0.0078,0.0173,0.0409,,,,0.055,0.0044,0,0
35181081002,0.0276,,0.0068,0.0111,0.0225,,,,0.0578,0.0049,0,0
35181081004,0.0281,,,0.0103,0.0177,,,,0.048,0.008,0,0
35181081005,0.0303,,,0.0125,0.0157,,,,0.043,0.0089,0,0
35181081006,0.0308,,,0.0095,,0.0248,0.0176,,0.1142,0.0065,0,0
35181081007,0.0244,,0.0101,0.0065,0.0128,,,,0.1562,0.0018,0,0
35181081008,0.0258,,0.0134,0.007,0.0346,,,,0.1394,0.0035,0,0
35181081009,0.0252,,0.0121,0.0068,0.0316,,,,0.1478,0.0026,0,0
35181081010,0.0229,,0.0072,0.0061,,,,,0.0662,0.0013,0,0
35181081011,0.023,,0.0072,0.0062,0.0118,,,,0.0706,0.0014,0,0
35181081012,0.0237,,0.01,0.0067,0.0127,,,,0.0869,0.0017,0,0
35181081013,0.0252,,0.0116,0.0067,0.0305,,,,0.1524,0.0026,0,0
35181081014,0.0261,,0.0114,0.0071,0.0407,,,,0.109,0.0034,0,0
35181081015,0.0261,,,0.0092,,,,,0.1169,0.0025,0,0
35181081016,0.0261,,,0.0087,0.016,,,,0.0533,0.0032,0,0
35181082001,0.0236,,0.0158,0.0071,0.0372,,,,0.1314,0.0036,0,0
35181082002,0.024,,0.0177,0.0075,0.0401,,,,0.1273,0.0035,0,0
35181082003,0.0264,,0.014,0.0071,0.0365,,,,0.133,0.0043,0,0
35181082004,0.027,,0.0615,0.0055,0.0417,,,,0.1047,0.0051,0,0
35181082005,0.0259,,0.0461,0.0065,0.0509,,,,0.1009,0.0039,0,0
35181082006,0.0268,,0.0615,0.0055,0.0409,,,,0.1034,0.0048,0,0
35181082007,0.0252,,0.0232,0.0066,0.0522,,,,0.195,0.0042,0,0
35181082008,0.0258,,0.0319,0.0073,0.0458,,,,0.1101,0.0039,0,0
35181082009,0.0258,,0.0294,0.0066,0.0383,,,,0.0865,0.0035,0,0
35181083001,0.0292,,0.0127,0.0065,0.0775,0.0288,0.0205,,0.0778,0.0046,0,0
35181083002,0.0288,,0.0349,0.007,0.1381,,,,0.1519,0.0049,0,0
35181083003,0.0274,,0.0253,0.0066,0.0701,,,,0.1414,0.0042,0,0
35181083004,0.0279,,0.0217,0.0071,0.0678,,,,0.1705,0.0044,0,0
35181083005,0.0289,,0.0149,0.0082,0.0744,,,,0.0974,0.0061,0,0
35181083006,0.0266,,0.0155,0.0068,0.0555,,,,0.1223,0.004,0,0
35181083007,0.0272,,0.0158,0.0083,0.0694,,,,0.1587,0.0053,0,0
35181083008,0.028,,0.0174,0.0079,0.0696,,,,0.2005,0.0051,0,0
35181083009,0.0308,,0.0136,0.009,0.1698,0.0256,0.0182,,0.0887,0.0062,0,0
35181083010,0.0272,,0.0163,0.0082,0.0685,,,,0.1693,0.0064,0,0
