DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
24780130017,0.0003,,,,,,,,,,0,0
24780130018,0.0002,,,,,,,,,,0,0
24780130019,0.0002,,,,,,,,,,0,0
24780130021,0.0003,,,,,,,,,,0,0
24780130024,0.0002,,,,,,,,,,0,0
24780130025,0.0002,,,,,,,,,,0,0
24780130027,0.0002,,,,,,,,,,0,0
24780130028,0.001,,,0.0,0.0155,,,0.0527,,,0,0
24780130029,0.0009,,,,,,,0.0381,,,0,0
24780130032,0.0002,,,,,,,,,,0,0
24780130033,0.0002,,,,,,,,,,0,0
24780130034,0.0004,,,,,,,,,,0,0
24780130035,0.0003,,,0.0,,,,,,,0,0
24780130036,0.0003,,,,,,,,,,0,0
24780130037,0.0002,,,,,,,,,,0,0
24780131003,0.0005,,,,,,,,,,0,0
24780131009,0.0008,,,,,,,,,,0,0
24780131010,0.0008,,,,,,,,,,0,0
24780131011,0.0008,,,,,,,,,,0,0
24780131012,0.0008,,,,,,,,,,0,0
24780131013,0.0009,,,,0.0139,,,0.0489,,,0,0
24780131014,0.001,,,,,,,,,,0,0
24780131015,0.001,,,,,,,,,,0,0
24780131017,0.0011,,,,,,,,,,0,0
24780131030,0.0007,,,,,,,,,,0,0
24780131031,0.0006,,0.0124,,,,,,,,0,0
24780131033,0.0003,,,,,,,,,,0,0
24780131034,0.0004,,,,,,,,,,0,0
24780131035,0.0011,,,,,,,,,,0,0
24780131036,0.0005,,,,,,,,,,0,0
24780131037,0.0005,,,,,,,,,,0,0
24780131038,0.0005,,,,,,,,,,0,0
24780131039,0.0004,,,,,,,,,,0,0
24780131040,0.0005,,,,,,,,,,0,0
24780131041,0.0006,,,,,,,,,,0,0
