DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
35530329010,0.0001,,,,,0.1233,0.0877,0.0387,0.0263,,0,0
35530329011,0.0001,,,,,0.0922,0.0656,0.0387,0.0179,,0,0
35530329012,0.0001,,,,,0.0973,0.0692,0.0387,0.0192,,0,0
35530330002,0.0001,,,,,0.0758,0.0539,0.0372,0.0262,,0,0
35530330003,0.0001,,,,,0.0744,0.0529,0.0371,0.0256,,0,0
35530330004,0.0001,,,,,0.069,0.0491,0.0378,0.0255,,0,0
35530330005,0.0001,,,,,0.0284,0.0202,,0.0636,,0,0
35530330006,0.0001,,,,,0.0271,0.0193,,0.0636,,0,0
35530330007,0.0001,,,,,0.0523,0.0372,0.0387,0.0204,,0,0
35530330008,0.0002,,,,,0.026,0.0185,0.0387,0.0164,,0,0
35530330009,0.0001,,,,,,,,0.0222,,0,0
35530330010,0.0001,,,,,,,,0.0179,,0,0
35530330013,0.0003,,,,,0.0525,0.0374,0.0387,0.0149,,0,0
35530330014,0.0001,,,,,0.0451,0.0321,,0.0224,,0,0
35530330015,0.0001,,,,,0.0628,0.0446,0.0382,0.0259,,0,0
35530331001,0.0,,,,,,,0.0964,0.0318,,0,0
35530331002,0.0,,,,,,,0.0404,,,0,0
35530331010,0.0001,,,,,,,,,,0,0
35530331011,0.0001,,,,,,,,,,0,0
35530331012,0.0001,,,,,,,,,,0,0
35530331013,0.0002,,,,,,,,,,0,0
35530331015,0.0001,,,,,0.0607,0.0432,0.0387,0.0141,,0,0
35530331017,0.0,,,,,,,0.0384,,,0,0
35530331018,0.0001,,,,,0.026,0.0185,0.0387,0.0141,,0,0
35530331019,0.0001,,,0.0,,,,,0.0025,,0,0
35530331020,0.0,,,,,,,,0.0049,,0,0
35530331021,0.0,,,,,,,,,,0,0
35530331022,,,,,,,,,,,0,0
35530331023,0.0,,,,,,,,,,0,0
35530332002,0.0,,,,,,,,,,0,0
35530332005,0.0,,,,,,,,,,0,0
35530332006,0.0,,,,,,,,,,0,0
35530332007,0.0,,,,,,,,,,0,0
35530332009,0.0001,,,,,0.0293,0.0208,,0.0389,,0,0
35530332010,0.0005,,,,,0.0411,0.0292,,0.0606,,0,0
35530332011,0.0005,,,,,0.0402,0.0286,,0.059,,0,0
35530332013,0.0001,,,,,0.0303,0.0215,,0.0103,,0,0
35530332014,0.0,,,,,,,0.097,0.0363,,0,0
35530332015,0.0001,,,,,,,0.0713,0.1084,,0,0
35530332016,0.0001,,,,,,,0.1368,0.1158,,0,0
35530332018,0.0001,,,,,,,0.0695,0.1562,,0,0
35530332019,0.0001,,,,,,,0.0603,0.117,,0,0
35530332021,0.0,,,,,,,0.182,0.076,,0,0
35530332022,0.0001,,,,,,,0.1569,0.0743,,0,0
35530332023,0.0,,,,,,,0.1383,0.0542,,0,0
35530332024,0.0,,,,,,,0.1441,0.0547,,0,0
35530332025,0.0001,,,,,0.0271,0.0193,,0.0368,,0,0
35530332026,0.0001,,,,,,,0.0753,0.1568,,0,0
35530332027,0.0001,,,,,,,0.0785,0.1155,,0,0
