DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
48062289034,0.0161,0.0481,0.0416,0.0016,0.0714,0.1116,0.0196,,0.1491,0.0272,0,0
48062289035,0.0163,0.0497,0.0294,0.0015,0.0329,0.1143,0.023,,0.1717,0.018,0,0
48062289036,0.017,0.0891,0.0395,0.0015,0.0651,0.108,0.0223,,0.2111,0.0181,0,0
48062289037,0.0088,,,0.0017,0.0241,0.0823,0.0585,,0.2221,0.0121,0,0
48062289038,0.0082,,0.0066,0.0023,0.0164,0.074,0.0526,,0.1831,0.0095,0,0
48062289039,0.0083,,0.0066,0.0023,0.0378,0.0578,0.0411,,0.2201,0.0078,0,0
48062289040,0.0079,,,0.001,0.0444,0.0435,0.0309,,0.0445,0.0146,0,0
48062289041,0.0079,,,0.0012,0.0417,0.0295,0.021,,0.0176,0.0054,0,0
48062289042,0.0078,,,0.0009,0.0291,0.0305,0.0217,,0.0125,0.0047,0,0
48062289043,0.0162,0.0087,0.0084,0.0016,0.0803,0.1386,0.0214,,0.1589,0.0096,0,0
48062289044,0.0165,0.0103,0.0086,0.0018,0.0392,0.1439,0.0221,,0.1307,0.0102,0,0
48062289045,0.0179,0.0308,0.04,0.0016,0.0381,0.1451,0.0286,,0.1645,0.0184,0,0
48062289046,0.0163,0.0143,0.0181,0.0019,0.0368,0.1467,0.0226,,0.167,0.0138,0,0
48062289047,0.0075,,0.0074,0.0013,0.0307,0.0861,0.0612,,0.258,0.0174,0,0
48062289048,0.0022,,,,,,,,0.0104,,0,0
48062289049,0.003,,,,,,,,,,0,0
48062289050,0.0035,,,,,,,,,,0,0
48062289051,0.0012,,,,,,,,,,0,0
48062289052,0.0022,,,,,,,,,,0,0
48062289053,0.0027,,,,,,,,,,0,0
48062289054,0.0073,,,0.0008,,,,,,0.0004,0,0
48062289055,0.003,,,,,,,,,,0,0
48062289056,0.0063,,,,,,,,0.0103,,0,0
48062289057,0.0037,,,,,,,,,,0,0
48062289058,0.0067,,0.0205,0.0011,,0.0291,0.0207,,0.19,0.0164,0,0
48062289059,0.0061,,0.0444,0.001,,,,,0.1539,0.0101,0,0
48062289060,0.0063,,0.0372,0.0011,,,,,0.1681,0.011,0,0
48062289061,0.0065,,0.036,0.0011,,0.0249,0.0177,,0.2546,0.0125,0,0
48062289062,0.0063,,0.0253,0.001,,,,,0.3108,0.0177,0,0
48062289063,0.0059,,0.0187,0.0005,,,,,0.234,0.0119,0,0
48062289064,0.0064,,0.0138,0.0009,,,,,0.1283,0.0111,0,0
48062289065,0.0071,,0.0097,0.0011,,0.0316,0.0225,,0.1306,0.0109,0,0
48062289066,0.0072,,0.0101,0.0011,,0.0318,0.0226,,0.1365,0.012,0,0
48062289067,0.0075,,0.007,0.0013,0.0312,0.0425,0.0302,,0.2203,0.016,0,0
48062289068,0.0073,,0.0066,0.0013,0.0288,0.0397,0.0283,,0.1954,0.0122,0,0
48062289069,0.0071,,0.0066,0.0015,0.0069,0.0462,0.0329,,0.1231,0.0089,0,0
48062289070,0.0094,,,0.0007,0.0308,0.072,,,0.0471,0.0041,0,0
48062289071,0.0072,,0.0081,0.0012,0.0289,0.0457,0.0325,,0.2307,0.0173,0,0
48062289072,0.0072,,0.0092,0.0012,,0.0342,0.0243,,0.1326,0.0126,0,0
48062289073,0.0073,,0.0081,0.0008,,0.0308,0.0219,,0.0951,0.0091,0,0
48062289074,0.0073,,0.0066,0.0019,0.0085,0.0507,0.036,,0.1298,0.0105,0,0
48062289075,0.0073,,0.0066,0.0024,0.0082,0.0393,0.028,,0.1226,0.0102,0,0
48062289076,0.0078,,,0.0016,0.0208,0.0587,0.0418,,0.1227,0.0122,0,0
48062289077,0.0076,,0.0066,0.0016,0.0096,0.0661,0.047,,0.1395,0.01,0,0
48062289078,0.0079,,,0.0013,0.0351,0.1398,0.0994,,0.1828,0.0148,0,0
48062289079,0.0077,,0.0066,0.0015,0.0104,0.0607,0.0431,,0.2565,0.0127,0,0
48062289080,0.0074,,0.0066,0.0015,0.0076,0.0607,0.0431,,0.2134,0.0124,0,0
48062289081,0.0077,,0.0066,0.0017,0.0151,0.05,0.0355,,0.1797,0.0112,0,0
48062289082,0.0075,,0.0066,0.0017,0.0145,0.05,0.0355,,0.2066,0.0126,0,0
