DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
24230993002,0.0064,0.0294,0.0693,0.0017,0.0302,0.026,0.0185,0.0386,0.0308,0.0061,1,0
24230993003,0.0065,0.0495,0.1018,0.0017,0.0322,0.0264,0.0187,0.0392,0.0323,0.0048,1,0
24230993005,0.0064,0.0177,0.0451,0.0018,0.0225,,,,0.0149,0.0074,0,0
24230993006,0.0076,0.0226,0.0706,0.0023,0.0599,0.033,0.0235,0.0493,0.0563,0.0049,1,0
24230993007,0.0064,0.0495,0.0984,0.0017,0.028,0.0253,0.018,0.0376,0.0289,0.0049,1,0
24230994001,0.0063,0.0118,0.0619,0.002,0.0541,0.0406,0.0289,0.061,0.0791,0.0039,1,0
24230994002,0.0063,0.016,0.0318,0.0021,0.0252,0.0327,0.0232,0.0489,0.0775,0.0031,1,0
24230994003,0.0065,0.0169,0.0344,0.0022,0.0275,0.0342,0.0243,0.0512,0.079,0.0037,1,0
24230994004,0.0072,0.0107,0.0379,0.0029,0.0222,0.0362,0.0258,0.0543,0.0433,0.0078,1,0
24230994005,0.0077,0.0128,0.0419,0.0035,0.0265,0.0406,0.0289,0.061,0.0549,0.0122,1,0
24230995001,0.0062,,0.021,0.0017,,0.0327,,,,0.0074,0,0
24230995002,0.0063,0.0101,0.0255,0.0022,,0.0253,,,,0.0131,0,0
24230995003,0.0061,0.0078,0.0209,0.0017,,0.0303,,,,0.0155,0,0
24230995004,0.0055,,0.009,0.0014,,0.0258,,,,0.0068,0,0
24230995005,0.0052,,0.0081,0.0013,,,,,,0.0048,0,0
24230995006,0.0057,,0.009,0.0014,,0.0282,,,,0.0073,0,0
24230996001,0.0041,,,0.0005,,0.0339,,,0.0655,0.0006,0,0
24230996002,0.0038,,,0.0004,,0.0264,,,0.1711,,0,0
24230996003,0.0044,,,0.0009,,,,,,0.0027,0,0
24230996004,0.0038,,,0.0004,,0.028,,,0.1501,,0,0
24230997001,0.0046,,0.0066,0.0012,,,,,,0.0031,0,0
24230997002,0.0043,,,0.0009,,,,,,0.0018,0,0
24230997004,0.0026,,,0.0001,,,,,,,0,0
24230997005,0.0026,,,0.0001,,,,,0.0101,,0,0
24230997006,0.0026,,,0.0001,,,,,0.0101,,0,0
24230998001,0.0031,,,0.0002,,0.0373,,,0.0788,0.0012,0,0
24230998002,0.0031,,,0.0003,,,,,0.053,,0,0
24230998003,0.0043,,,0.0006,,0.0318,,,0.0882,0.0005,0,0
24230998004,0.0042,,,0.0006,,0.0324,,,0.1563,0.0005,0,0
24230999001,0.0037,,,0.0003,,0.0336,,,0.101,0.0023,0,0
24230999002,0.0035,,,0.0003,,0.031,,,0.1108,0.0019,0,0
24230999003,0.0031,,,0.0003,,,,,0.0628,,0,0
24230999004,0.0038,,,0.0006,,0.0345,,,0.1259,0.0023,0,0
24230999005,0.0037,,,0.0006,,0.0305,,,0.0929,0.0015,0,0
24230999006,0.0035,,,0.0003,,0.0269,,,0.0301,0.0005,0,0
24230999007,0.0033,,,0.0005,,0.0266,,,0.0513,0.0005,0,0
24231000001,0.0045,,,0.0011,,0.1798,,,0.0486,0.0072,0,0
24231000003,0.0043,,,0.001,,0.1798,,,0.0486,0.0059,0,0
24231000004,0.0043,,,0.0011,,0.1798,,,0.059,0.0058,0,0
24231000005,0.0048,,,0.0011,,0.1425,,,0.0493,0.0058,0,0
24231001005,0.0041,,,0.0003,,0.0411,,,0.0214,0.004,0,0
24231001006,0.0041,,,0.0003,,0.0402,,,0.021,0.0039,0,0
24231001008,0.005,,,0.0011,,0.0587,,,0.0159,0.0082,0,0
24231001011,0.0048,,,,,,,,,,0,0
24231001012,0.0048,,,,,,,,,,0,0
24231001013,0.0054,,,0.0003,,,,,,,0,0
24231001014,0.0055,,,0.0004,,,,,,,0,0
24231001015,0.0049,,,0.0014,,0.0291,,,,0.0024,0,0
24231001019,0.0053,,,0.0003,,,,,,,0,0
