DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
24710158046,0.0125,,0.0072,0.0015,0.0046,0.0269,,,,0.0009,0,0
24710158047,0.007,,,,,,,,,,0,0
24710158048,0.0057,,,,,,,,,,0,0
24710210001,0.0023,,,0.0002,,,,,,0.0004,0,0
24710210002,0.0027,,,0.0002,,,,,,0.0014,0,0
24710210003,0.0027,,,0.0003,,,,,,0.0008,0,0
24710210004,0.0023,,,0.0001,,,,,0.028,,0,0
24710210005,0.0024,,,0.0001,,,,,0.0135,0.0005,0,0
24710210008,0.0021,,,0.0,,,,,0.0112,0.0001,0,0
24710210009,0.0021,,,0.0,,,,,,,0,0
24710210010,0.0022,,,0.0,,,,,,0.0001,0,0
24710210011,0.0025,,,0.0003,,,,,0.0159,0.0004,0,0
24710210012,0.003,,,0.0005,,,,,,0.0004,0,0
24710210013,0.003,,,0.0004,,,,,,0.0009,0,0
24710210014,0.003,,,0.0005,,,,,,0.0009,0,0
24710210016,0.0021,,,0.0,,,,,,,0,0
24710210019,0.0012,,,0.0,,,,,,,0,0
24710210022,0.0033,,,0.0005,,,,,,0.0014,0,0
24710210023,0.0029,,,0.0004,,,,,,0.0008,0,0
24710210024,0.0021,,,0.0,,,,,0.0123,0.0001,0,0
24710210025,0.0014,,,0.0001,,,,,,,0,0
24710232004,0.0106,0.0077,0.0111,0.0033,0.0155,0.0385,,,0.0469,0.0113,0,0
24710232005,0.0113,,,0.0041,,,,,,0.0058,0,0
24710232010,0.0092,,,0.0017,,,,,,0.002,0,0
24710232011,0.0098,,,0.0041,,,,,,0.0025,0,0
24710232012,0.0078,,,0.0006,,,,,,,0,0
24710232015,0.0106,,,0.0048,,,,,,0.0031,0,0
24710232019,0.0097,,,0.0025,,,,,,0.0013,0,0
24710232020,0.0099,,,0.0046,,,,,,0.0013,0,0
24710232021,0.007,,,0.0004,,,,,,,0,0
24710232023,0.0089,,,0.0016,,,,,,0.0013,0,0
24710232024,0.0092,,,0.0017,,,,,,0.0019,0,0
24710232026,0.0106,,,0.0046,,,,,,0.0053,0,0
24710232027,0.0108,,,0.0047,,,,,,0.0027,0,0
24710232028,0.0149,,,0.0039,,,,,,0.0045,0,0
24710232029,0.0075,,,0.0024,,,,,0.0352,,0,0
24710232030,0.0025,,,,,,,,,0.0,0,0
24710232031,0.0108,,,0.0031,,,,,,,0,0
24710248001,0.017,0.0196,0.0294,0.0137,0.0378,0.0521,,,0.2006,0.0033,0,0
24710248002,0.0183,0.0262,0.0395,0.016,0.0501,0.05,,,0.1246,0.0033,0,0
24710248003,0.0182,0.0262,0.0395,0.0159,0.0501,0.0468,,,0.1128,0.0036,0,0
24710248006,0.0172,,0.0083,0.0081,0.0169,,,,0.0112,0.0044,0,0
24710248007,0.0203,0.0262,0.0395,0.0175,0.0501,0.0487,,,0.1031,0.0042,0,0
24710248008,0.0216,0.0169,0.0284,0.0106,0.0616,0.0266,,,0.0279,0.0046,0,0
24710248009,0.0005,,0.008,,0.0162,,,,0.0108,0.0041,0,0
24710249001,0.0199,0.0274,0.0365,0.0137,0.0651,0.0677,,,0.1337,0.0041,0,0
24710249002,0.0201,0.0266,0.0415,0.0112,0.0786,0.073,,,0.1952,0.0051,0,0
24710249003,0.0201,0.0254,0.0392,0.0107,0.0781,0.0724,,,0.2006,0.0054,0,0
24710249004,0.0184,0.0262,0.0395,0.0161,0.0667,0.0661,,,0.1897,0.004,0,0
