DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
47030107001,0.0005,,,,,,,0.0384,,,0,0
47030107002,0.0006,,,,,,,0.0783,,,0,0
47030107003,0.0008,,,,,,,0.0522,,,0,0
47030107004,0.0009,,,,,,,0.0624,,,0,0
47030107005,0.0008,,,,,,,0.0733,,,0,0
47030107006,0.0009,,,,,,,0.0735,,,0,0
47030107007,0.0008,,,,,,,0.0796,,,0,0
47030107008,0.0009,,,,,,,0.1146,,,0,0
47030107009,0.0007,,,,,,,0.1545,,,0,0
47030107010,0.0008,,,,,,,0.1232,,,0,0
47030107011,0.0008,,,,,,,0.0808,,,0,0
47030107012,0.0008,,,,,,,0.112,,,0,0
47030107013,0.0006,,,,,,,0.2069,,,0,0
47030107014,0.001,,,,,,,0.2069,,,0,0
47030107015,,,,,,,,,,,0,1
47030107016,0.0004,,,,,,,0.0452,,,0,0
47030107017,0.0005,,,,,,,0.0489,,,0,0
47030107018,0.001,,,,,,,0.0472,,,0,0
47030107019,0.0025,,,,,,,0.0456,,,0,0
47030107020,0.002,,,,,,,0.0434,,,0,0
