DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
35300816010,0.0157,,,,0.0131,,,,,0.0005,0,0
35300816011,0.0156,,,,0.0127,,,,,0.0005,0,0
35300816012,0.0102,,,0.0001,,,,,0.0076,,0,0
35300816013,0.0109,,,0.0001,,,,,0.0076,,0,0
35300816014,0.0162,,,,0.0141,,,,,0.0005,0,0
35300818002,0.0057,,,0.0006,,,,,0.0238,0.0002,0,0
35300818004,0.0062,,,0.0002,0.0193,0.1614,0.0548,,0.0324,,0,0
35300818005,0.0058,,,0.0006,,,,,0.0257,0.0002,0,0
35300818006,0.0049,,,0.0004,,,,,0.0135,,0,0
35300818007,0.0054,,,0.0005,,,,,0.0179,0.0001,0,0
35300818008,0.0189,,,0.0024,,,,,,,0,0
35300818009,0.0189,,,0.0024,,,,,,,0,0
35300818010,0.0205,,,0.0067,,,,,,,0,0
35300818011,0.0087,,,,0.0084,,,,,,0,0
35300819002,0.0056,,,0.001,0.0047,0.192,0.0612,,0.0578,,0,0
35300819003,0.0046,,,0.0009,0.0042,0.1568,0.0516,,0.0602,,0,0
35300819004,0.004,,,0.0006,,0.0838,0.0286,,0.0817,,0,0
35300819006,0.0017,,,0.0001,,,,,,,0,0
35300819007,0.0041,,,0.0007,,0.0867,0.0295,,0.0825,,0,0
35300819008,0.0078,,,0.0001,,,,,,,0,0
35300819010,,,,,,,,,,,0,1
35300819011,0.0054,,,0.0004,0.0078,0.3449,0.1354,,0.0749,,0,0
35301020001,0.0087,,,0.001,0.0249,,,,,,0,0
35301020002,0.0083,,,0.0011,0.0249,,,,,,0,0
35301020003,0.0087,,,0.001,0.0249,,,,,,0,0
35301020004,0.0065,,,0.0,0.0153,,,,,,0,0
35301020005,0.008,,,0.001,0.0249,,,,,,0,0
35301020006,0.0065,,,0.0,0.0155,,,,,,0,0
35301020007,0.008,,,0.001,0.0249,,,,,,0,0
35301020008,0.0055,,,0.0,,,,,,,0,0
35301020009,0.0066,,,0.0,0.0139,,,,,,0,0
35301020010,0.0054,0.0155,,0.0012,0.0302,,,,0.0527,,0,0
35301020011,0.0065,0.0196,,0.0014,0.0378,,,,0.0435,0.0004,0,0
35301020012,0.0053,0.0166,,0.0013,0.0322,,,,0.0688,0.0001,0,0
35301020013,0.007,0.0248,,0.0015,0.0475,,,,0.0238,0.0003,0,0
35301020014,0.0037,,,,,,,,,,0,0
35301020015,0.0083,,,0.001,0.0166,,,,,,0,0
35301020016,0.0057,,,0.0,,,,,,,0,0
35301020017,0.0035,,,,,,,,,,0,0
35301020018,0.0079,,,0.001,0.0249,,,,,,0,0
35301020019,0.0053,0.0186,,0.0012,0.036,,,,0.0688,0.0003,0,0
35301020020,0.0068,0.0218,,0.0014,0.042,,,,0.0295,0.0005,0,0
35301020021,0.0053,0.0149,,0.0012,0.0291,,,,0.0295,,0,0
35301020022,0.0067,0.0248,,0.0014,0.0475,,,,0.0238,0.0002,0,0
35301020023,0.0067,0.0248,,0.0014,0.0475,,,,0.0238,0.0002,0,0
35301020024,0.0065,0.0169,,0.0014,0.0329,,,,0.0139,0.0001,0,0
35301020025,0.0072,0.0248,,0.002,0.0475,,,,0.0185,0.0003,0,0
35301023001,0.0063,,,0.0011,,,,0.0476,0.0176,0.0004,0,0
35301023002,0.0061,,,0.0008,,,,,0.0103,0.0002,0,0
