DBUID,empl.idx,pharm.idx,child.idx,health.idx,groc.idx,edupri.idx,edusec.idx,lib.idx,parks.idx,trans.idx,close,suppressed
35360198009,0.0001,,,,,,,,,,0,0
35360198010,0.0001,,,,,,,,,,0,0
35360198011,0.0003,,,,,,,,,,0,0
35360198012,0.0002,,,,,,,,,,0,0
35360198013,0.0002,,,,,,,,,,0,0
35360198014,0.0003,,,,,,,,,,0,0
35360198015,0.0005,,,,,,,,,,0,0
35360198016,0.0005,,,,,,,,,,0,0
35360198017,0.0007,0.01,,,0.0049,0.0288,0.0205,0.082,0.0109,,0,0
35360199001,0.0003,,,,,,,,,,0,0
35360199002,0.0007,0.0104,0.0205,,0.01,0.1505,0.107,0.0498,0.037,,0,0
35360199003,0.0008,,0.0372,,0.0051,0.187,0.133,0.0398,0.0263,,0,0
35360199004,0.001,0.0079,0.1228,,0.01,0.4611,0.3279,0.0434,0.0309,,0,0
35360199005,0.0007,0.0092,0.0349,,0.012,0.1816,0.1292,0.048,0.0299,,0,0
35360199006,0.001,0.0146,0.018,,0.0384,0.147,0.1045,0.0646,0.0407,,0,0
35360199007,0.001,0.0146,0.018,,0.0243,0.1185,0.0843,0.0646,0.0369,,0,0
35360199008,0.0011,0.0186,0.0155,,0.0342,0.171,0.1216,0.0742,0.0546,,0,0
35360199009,0.0011,0.0264,0.016,,0.0251,0.1719,0.1222,0.082,0.0584,,0,0
35360199012,,,,,,,,,,,0,1
35360199014,0.001,0.0122,0.0183,,0.0106,0.1478,0.1051,0.0617,0.0384,,0,0
35360199015,0.001,0.0155,0.016,,0.0131,0.1255,0.0893,0.0704,0.0397,,0,0
35360199016,0.0015,0.0399,0.0124,,0.0269,0.1209,0.086,0.0981,0.0511,,0,0
35360199017,0.0015,0.038,0.011,,0.0246,0.1028,0.0731,0.1192,0.0403,,0,0
35360199018,0.0016,0.0617,0.0099,,0.0348,0.0907,0.0645,0.1439,0.0443,,0,0
35360199019,0.0017,0.0805,0.0115,,0.045,0.1093,0.0777,0.1076,0.0669,,0,0
35360199020,0.0009,0.0122,0.0222,,0.0132,0.2491,0.1772,0.0571,0.0426,,0,0
35360200001,0.0003,,,,,,,,,,0,0
35360200002,0.0002,,,,,,,,,,0,0
35360200003,0.0002,,,,,,,,,,0,0
35360200004,0.0002,,,,,,,,,,0,0
35360200005,0.0002,,,,,,,,,,0,0
35360200006,0.0002,,,,,,,,,,0,0
35360200007,0.0002,,,,,,,,,,0,0
35360200008,0.0002,,,,,,,,,,0,0
35360200009,0.0002,,,,,,,,,,0,0
35360200010,0.0002,,,,,,,,,,0,0
35360200011,0.0002,,,,,,,,,,0,0
35360200012,0.0002,,,,,,,,,,0,0
35360200013,0.0001,,,,,,,,,,0,0
35360200014,0.0001,,,,,,,,,,0,0
35360200015,0.0001,,,,,,,,,,0,0
35360200018,0.0002,,,,,,,,,,0,0
35360200019,0.0001,,,,,,,,,,0,0
35360200020,0.0001,,,,,,,,,,0,0
35360200021,0.0002,,,,,,,,,,0,0
35360202001,0.0015,0.0253,0.0136,0.0011,0.0488,0.0457,0.095,0.082,0.2685,,0,0
35360202002,0.0021,0.0384,0.0166,0.0017,0.1398,0.0544,0.1012,0.1274,0.1659,,0,0
35360202003,0.002,0.0508,0.0194,0.0022,0.0823,0.0627,0.1071,0.1605,0.1334,,0,0
35360202004,0.0025,0.0551,0.0243,0.0036,0.0662,0.0776,0.1177,0.2164,0.1267,,0,0
