Index,DataSource,ImageDate,Latitude,Longitude,PRUID,PROV_TERR,CSDUID
541,Ontario Ministry of Natural Resources and Forestry,2020,43.19202715,-79.48861385,35,Ontario,3526057
542,Ontario Ministry of Natural Resources and Forestry,2020,43.19196456,-79.48861163,35,Ontario,3526057
543,Ontario Ministry of Natural Resources and Forestry,2020,43.19189996,-79.48860909,35,Ontario,3526057
544,Ontario Ministry of Natural Resources and Forestry,2020,43.19183005,-79.48860293,35,Ontario,3526057
545,Ontario Ministry of Natural Resources and Forestry,2020,43.1917576,-79.48860077,35,Ontario,3526057
546,Ontario Ministry of Natural Resources and Forestry,2020,43.19168853,-79.48859887,35,Ontario,3526057
547,Ontario Ministry of Natural Resources and Forestry,2020,43.19161594,-79.48859992,35,Ontario,3526057
548,Ontario Ministry of Natural Resources and Forestry,2020,43.19154572,-79.48859792,35,Ontario,3526057
549,Ontario Ministry of Natural Resources and Forestry,2020,43.19147259,-79.48859667,35,Ontario,3526057
550,Ontario Ministry of Natural Resources and Forestry,2020,43.19140105,-79.48859193,35,Ontario,3526057
551,Ontario Ministry of Natural Resources and Forestry,2020,43.19133055,-79.48859219,35,Ontario,3526057
552,Ontario Ministry of Natural Resources and Forestry,2020,43.19077526,-79.48903812,35,Ontario,3526057
553,Ontario Ministry of Natural Resources and Forestry,2020,43.19077318,-79.48913856,35,Ontario,3526057
554,Ontario Ministry of Natural Resources and Forestry,2020,43.19077237,-79.48923596,35,Ontario,3526057
555,Ontario Ministry of Natural Resources and Forestry,2020,43.19077078,-79.48933424,35,Ontario,3526057
556,Ontario Ministry of Natural Resources and Forestry,2020,43.19077315,-79.48943363,35,Ontario,3526057
557,Ontario Ministry of Natural Resources and Forestry,2020,43.19076518,-79.48951177,35,Ontario,3526057
558,Ontario Ministry of Natural Resources and Forestry,2020,43.19111769,-79.48934342,35,Ontario,3526057
559,Ontario Ministry of Natural Resources and Forestry,2020,43.19111552,-79.48924542,35,Ontario,3526057
560,Ontario Ministry of Natural Resources and Forestry,2020,43.19112036,-79.48914586,35,Ontario,3526057
561,Ontario Ministry of Natural Resources and Forestry,2020,43.19112111,-79.48905169,35,Ontario,3526057
562,Ontario Ministry of Natural Resources and Forestry,2020,43.19139483,-79.48953169,35,Ontario,3526057
563,Ontario Ministry of Natural Resources and Forestry,2020,43.19139629,-79.48945283,35,Ontario,3526057
564,Ontario Ministry of Natural Resources and Forestry,2020,43.19139777,-79.48935402,35,Ontario,3526057
565,Ontario Ministry of Natural Resources and Forestry,2020,43.19139972,-79.48925595,35,Ontario,3526057
566,Ontario Ministry of Natural Resources and Forestry,2020,43.19140278,-79.48915745,35,Ontario,3526057
567,Ontario Ministry of Natural Resources and Forestry,2020,43.19140669,-79.48905786,35,Ontario,3526057
568,Ontario Ministry of Natural Resources and Forestry,2020,43.19141028,-79.48896042,35,Ontario,3526057
569,Ontario Ministry of Natural Resources and Forestry,2020,43.19141114,-79.48886332,35,Ontario,3526057
570,Ontario Ministry of Natural Resources and Forestry,2020,43.19265647,-79.48903566,35,Ontario,3526057
571,Ontario Ministry of Natural Resources and Forestry,2020,43.19259454,-79.48903327,35,Ontario,3526057
572,Ontario Ministry of Natural Resources and Forestry,2020,43.19253018,-79.48903345,35,Ontario,3526057
573,Ontario Ministry of Natural Resources and Forestry,2020,43.19246641,-79.48903512,35,Ontario,3526057
574,Ontario Ministry of Natural Resources and Forestry,2020,43.19240483,-79.4890317,35,Ontario,3526057
575,Ontario Ministry of Natural Resources and Forestry,2020,43.19233867,-79.4890297,35,Ontario,3526057
576,Ontario Ministry of Natural Resources and Forestry,2020,43.19227879,-79.48902293,35,Ontario,3526057
577,Ontario Ministry of Natural Resources and Forestry,2020,43.19221533,-79.48902422,35,Ontario,3526057
578,Ontario Ministry of Natural Resources and Forestry,2020,43.1921485,-79.48902199,35,Ontario,3526057
579,Ontario Ministry of Natural Resources and Forestry,2020,43.19185918,-79.48924921,35,Ontario,3526057
580,Ontario Ministry of Natural Resources and Forestry,2020,43.1920854,-79.48901827,35,Ontario,3526057
581,Ontario Ministry of Natural Resources and Forestry,2020,43.19202222,-79.48901458,35,Ontario,3526057
582,Ontario Ministry of Natural Resources and Forestry,2020,43.19167898,-79.48900011,35,Ontario,3526057
583,Ontario Ministry of Natural Resources and Forestry,2020,43.19160847,-79.48900214,35,Ontario,3526057
584,Ontario Ministry of Natural Resources and Forestry,2020,43.15830905,-79.41723233,35,Ontario,3526057
585,Ontario Ministry of Natural Resources and Forestry,2020,43.19193575,-79.48306958,35,Ontario,3526057
586,Ontario Ministry of Natural Resources and Forestry,2020,43.09737337,-79.14439439,35,Ontario,3526043
587,Ontario Ministry of Natural Resources and Forestry,2020,42.96379017,-79.36594614,35,Ontario,3526014
588,Ontario Ministry of Natural Resources and Forestry,2020,42.96413962,-79.36614991,35,Ontario,3526014
589,Ontario Ministry of Natural Resources and Forestry,2020,42.96428423,-79.36615249,35,Ontario,3526014
590,Ontario Ministry of Natural Resources and Forestry,2020,43.0414579,-79.37367567,35,Ontario,3526028
591,Ontario Ministry of Natural Resources and Forestry,2020,43.0409364,-79.37386672,35,Ontario,3526028
592,Ontario Ministry of Natural Resources and Forestry,2020,43.04093806,-79.37375098,35,Ontario,3526028
593,Ontario Ministry of Natural Resources and Forestry,2020,43.04094925,-79.37409796,35,Ontario,3526028
594,Ontario Ministry of Natural Resources and Forestry,2020,43.04092976,-79.37363049,35,Ontario,3526028
595,Ontario Ministry of Natural Resources and Forestry,2020,43.04091977,-79.37351774,35,Ontario,3526028
596,Ontario Ministry of Natural Resources and Forestry,2020,43.04131449,-79.37325878,35,Ontario,3526028
597,Ontario Ministry of Natural Resources and Forestry,2020,43.04167351,-79.37310501,35,Ontario,3526028
598,Ontario Ministry of Natural Resources and Forestry,2020,43.04525642,-79.3711526,35,Ontario,3526028
599,Ontario Ministry of Natural Resources and Forestry,2020,42.98986229,-79.36042927,35,Ontario,3526028
600,Ontario Ministry of Natural Resources and Forestry,2020,43.11320484,-79.13928296,35,Ontario,3526043
601,Ontario Ministry of Natural Resources and Forestry,2020,43.11310855,-79.139051,35,Ontario,3526043
602,Ontario Ministry of Natural Resources and Forestry,2020,43.11317296,-79.13941048,35,Ontario,3526043
603,Ontario Ministry of Natural Resources and Forestry,2020,43.08299626,-79.16775634,35,Ontario,3526043
604,Ontario Ministry of Natural Resources and Forestry,2020,43.08273472,-79.16825618,35,Ontario,3526043
605,Ontario Ministry of Natural Resources and Forestry,2020,43.08266281,-79.16820234,35,Ontario,3526043
606,Ontario Ministry of Natural Resources and Forestry,2020,43.08328068,-79.16759006,35,Ontario,3526043
607,Ontario Ministry of Natural Resources and Forestry,2020,43.08335838,-79.16739451,35,Ontario,3526043
608,Ontario Ministry of Natural Resources and Forestry,2020,43.08302438,-79.16740719,35,Ontario,3526043
609,Ontario Ministry of Natural Resources and Forestry,2020,43.08310443,-79.16721022,35,Ontario,3526043
610,Ontario Ministry of Natural Resources and Forestry,2020,43.08228148,-79.16902792,35,Ontario,3526043
611,Ontario Ministry of Natural Resources and Forestry,2020,43.08218911,-79.16987413,35,Ontario,3526043
612,Ontario Ministry of Natural Resources and Forestry,2020,43.08197342,-79.16992236,35,Ontario,3526043
613,Ontario Ministry of Natural Resources and Forestry,2020,43.08197519,-79.16976783,35,Ontario,3526043
614,Ontario Ministry of Natural Resources and Forestry,2020,43.08091927,-79.17248445,35,Ontario,3526043
615,Ontario Ministry of Natural Resources and Forestry,2020,43.08105829,-79.1721286,35,Ontario,3526043
616,Ontario Ministry of Natural Resources and Forestry,2020,43.08120159,-79.17177045,35,Ontario,3526043
617,Ontario Ministry of Natural Resources and Forestry,2020,42.94866594,-79.46991781,35,Ontario,3526014
618,Ontario Ministry of Natural Resources and Forestry,2020,43.18723309,-79.29347124,35,Ontario,3526053
619,Ontario Ministry of Natural Resources and Forestry,2020,43.18713468,-79.29346292,35,Ontario,3526053
620,Ontario Ministry of Natural Resources and Forestry,2020,43.18703608,-79.29345517,35,Ontario,3526053
621,Ontario Ministry of Natural Resources and Forestry,2020,43.18694853,-79.29344915,35,Ontario,3526053
622,Ontario Ministry of Natural Resources and Forestry,2020,43.18687151,-79.29344717,35,Ontario,3526053
623,Ontario Ministry of Natural Resources and Forestry,2020,43.18679303,-79.29343971,35,Ontario,3526053
624,Ontario Ministry of Natural Resources and Forestry,2020,43.1867152,-79.29343328,35,Ontario,3526053
625,Ontario Ministry of Natural Resources and Forestry,2020,43.22695903,-79.12933387,35,Ontario,3526047
626,Ontario Ministry of Natural Resources and Forestry,2020,43.2270694,-79.12933967,35,Ontario,3526047
627,Ontario Ministry of Natural Resources and Forestry,2020,43.22717797,-79.12934734,35,Ontario,3526047
628,Ontario Ministry of Natural Resources and Forestry,2020,43.22728619,-79.12935252,35,Ontario,3526047
629,Ontario Ministry of Natural Resources and Forestry,2020,43.18685476,-79.90217756,35,Ontario,3525005
630,Ontario Ministry of Natural Resources and Forestry,2020,43.07385711,-79.69599886,35,Ontario,3526021
631,Ontario Ministry of Natural Resources and Forestry,2020,43.20787417,-79.64118519,35,Ontario,3525005
632,Ontario Ministry of Natural Resources and Forestry,2020,43.20312554,-79.20193041,35,Ontario,3526053
633,Ontario Ministry of Natural Resources and Forestry,2020,43.20290093,-79.2027203,35,Ontario,3526053
634,Ontario Ministry of Natural Resources and Forestry,2020,43.20306721,-79.20278399,35,Ontario,3526053
635,Ontario Ministry of Natural Resources and Forestry,2020,43.19332517,-79.08504672,35,Ontario,3526047
636,Ontario Ministry of Natural Resources and Forestry,2020,43.19612924,-79.60589585,35,Ontario,3526065
637,Ontario Ministry of Natural Resources and Forestry,2020,43.19616681,-79.59870973,35,Ontario,3526065
638,Ontario Ministry of Natural Resources and Forestry,2020,43.1957263,-79.59889456,35,Ontario,3526065
639,Ontario Ministry of Natural Resources and Forestry,2020,43.19205202,-79.39644648,35,Ontario,3526057
640,Ontario Ministry of Natural Resources and Forestry,2020,43.19416858,-79.39609316,35,Ontario,3526057
641,Ontario Ministry of Natural Resources and Forestry,2020,43.19357553,-79.19161569,35,Ontario,3526047
642,Ontario Ministry of Natural Resources and Forestry,2020,43.19385951,-79.19198192,35,Ontario,3526047
643,Ontario Ministry of Natural Resources and Forestry,2020,43.19385575,-79.19184902,35,Ontario,3526047
644,Ontario Ministry of Natural Resources and Forestry,2020,43.17885738,-79.1441819,35,Ontario,3526047
645,Ontario Ministry of Natural Resources and Forestry,2020,43.18370885,-79.39989277,35,Ontario,3526057
646,Ontario Ministry of Natural Resources and Forestry,2020,43.18369028,-79.40036524,35,Ontario,3526057
647,Ontario Ministry of Natural Resources and Forestry,2020,43.02148601,-79.35539014,35,Ontario,3526028
648,Ontario Ministry of Natural Resources and Forestry,2020,43.02134666,-79.35545852,35,Ontario,3526028
649,Ontario Ministry of Natural Resources and Forestry,2020,43.02121372,-79.35545856,35,Ontario,3526028
650,Ontario Ministry of Natural Resources and Forestry,2020,43.02092486,-79.35256139,35,Ontario,3526028
651,Ontario Ministry of Natural Resources and Forestry,2020,43.18204613,-79.48885972,35,Ontario,3526057
652,Ontario Ministry of Natural Resources and Forestry,2020,42.93105646,-79.43622421,35,Ontario,3526014
653,Ontario Ministry of Natural Resources and Forestry,2020,43.01605454,-79.36969712,35,Ontario,3526028
654,Ontario Ministry of Natural Resources and Forestry,2020,42.89377748,-79.03847551,35,Ontario,3526003
655,Ontario Ministry of Natural Resources and Forestry,2020,43.04216359,-79.29788642,35,Ontario,3526028
656,Ontario Ministry of Natural Resources and Forestry,2020,43.05017422,-79.26532757,35,Ontario,3526037
657,Ontario Ministry of Natural Resources and Forestry,2020,43.05053694,-79.26545842,35,Ontario,3526037
658,Ontario Ministry of Natural Resources and Forestry,2020,43.05129238,-79.26736779,35,Ontario,3526037
659,Ontario Ministry of Natural Resources and Forestry,2020,43.05138636,-79.26737086,35,Ontario,3526037
660,Ontario Ministry of Natural Resources and Forestry,2020,43.05147811,-79.26737281,35,Ontario,3526037
661,Ontario Ministry of Natural Resources and Forestry,2020,43.05153664,-79.26719329,35,Ontario,3526037
662,Ontario Ministry of Natural Resources and Forestry,2020,43.03841534,-79.26768438,35,Ontario,3526028
663,Ontario Ministry of Natural Resources and Forestry,2020,43.03841705,-79.26791902,35,Ontario,3526028
664,Ontario Ministry of Natural Resources and Forestry,2020,43.03832374,-79.2681571,35,Ontario,3526028
665,Ontario Ministry of Natural Resources and Forestry,2020,43.03820383,-79.26794742,35,Ontario,3526028
666,Ontario Ministry of Natural Resources and Forestry,2020,43.18604306,-79.15569458,35,Ontario,3526047
667,Ontario Ministry of Natural Resources and Forestry,2020,43.18611315,-79.14880851,35,Ontario,3526047
668,Ontario Ministry of Natural Resources and Forestry,2020,43.15441088,-79.10635334,35,Ontario,3526047
669,Ontario Ministry of Natural Resources and Forestry,2020,43.15441171,-79.10646002,35,Ontario,3526047
670,Ontario Ministry of Natural Resources and Forestry,2020,43.22659631,-79.11750474,35,Ontario,3526047
671,Ontario Ministry of Natural Resources and Forestry,2020,43.22732075,-79.13014245,35,Ontario,3526047
672,Ontario Ministry of Natural Resources and Forestry,2020,43.22928357,-79.17879583,35,Ontario,3526047
673,Ontario Ministry of Natural Resources and Forestry,2020,43.22522094,-79.10570451,35,Ontario,3526047
674,Ontario Ministry of Natural Resources and Forestry,2020,43.22781631,-79.11230046,35,Ontario,3526047
675,Ontario Ministry of Natural Resources and Forestry,2020,43.20252989,-79.2033414,35,Ontario,3526053
676,Ontario Ministry of Natural Resources and Forestry,2020,43.20249996,-79.20342852,35,Ontario,3526053
677,Ontario Ministry of Natural Resources and Forestry,2020,43.20275793,-79.20349762,35,Ontario,3526053
678,Ontario Ministry of Natural Resources and Forestry,2020,43.20272439,-79.2035854,35,Ontario,3526053
679,Ontario Ministry of Natural Resources and Forestry,2020,43.20269464,-79.20367335,35,Ontario,3526053
680,Ontario Ministry of Natural Resources and Forestry,2020,43.2026677,-79.20375621,35,Ontario,3526053
681,Ontario Ministry of Natural Resources and Forestry,2020,43.20194181,-79.20386425,35,Ontario,3526053
682,Ontario Ministry of Natural Resources and Forestry,2020,43.20189838,-79.2039814,35,Ontario,3526053
683,Ontario Ministry of Natural Resources and Forestry,2020,43.20185141,-79.20409874,35,Ontario,3526053
684,Ontario Ministry of Natural Resources and Forestry,2020,43.20886181,-79.20327095,35,Ontario,3526053
685,Ontario Ministry of Natural Resources and Forestry,2020,43.20899629,-79.20289634,35,Ontario,3526053
686,Ontario Ministry of Natural Resources and Forestry,2020,43.20912928,-79.20252123,35,Ontario,3526053
687,Ontario Ministry of Natural Resources and Forestry,2020,43.22109774,-79.20950369,35,Ontario,3526053
688,Ontario Ministry of Natural Resources and Forestry,2020,43.22111256,-79.20915307,35,Ontario,3526053
689,Ontario Ministry of Natural Resources and Forestry,2020,43.2211228,-79.20882035,35,Ontario,3526053
690,Ontario Ministry of Natural Resources and Forestry,2020,43.22098929,-79.2089251,35,Ontario,3526053
691,Ontario Ministry of Natural Resources and Forestry,2020,43.19653507,-79.19596025,35,Ontario,3526047
692,Ontario Ministry of Natural Resources and Forestry,2020,43.1964892,-79.19605408,35,Ontario,3526047
693,Ontario Ministry of Natural Resources and Forestry,2020,43.19644704,-79.1961508,35,Ontario,3526047
694,Ontario Ministry of Natural Resources and Forestry,2020,43.19641299,-79.19625408,35,Ontario,3526047
695,Ontario Ministry of Natural Resources and Forestry,2020,43.19177573,-79.1967033,35,Ontario,3526047
696,Ontario Ministry of Natural Resources and Forestry,2020,43.19180459,-79.19662547,35,Ontario,3526047
697,Ontario Ministry of Natural Resources and Forestry,2020,43.19183622,-79.19654528,35,Ontario,3526047
698,Ontario Ministry of Natural Resources and Forestry,2020,43.19186625,-79.19646792,35,Ontario,3526047
699,Ontario Ministry of Natural Resources and Forestry,2020,43.19189266,-79.19638487,35,Ontario,3526047
700,Ontario Ministry of Natural Resources and Forestry,2020,43.19192508,-79.19630611,35,Ontario,3526047
701,Ontario Ministry of Natural Resources and Forestry,2020,43.19195481,-79.1962264,35,Ontario,3526047
702,Ontario Ministry of Natural Resources and Forestry,2020,43.19198547,-79.19614652,35,Ontario,3526047
703,Ontario Ministry of Natural Resources and Forestry,2020,43.1920145,-79.19606503,35,Ontario,3526047
704,Ontario Ministry of Natural Resources and Forestry,2020,43.22070243,-79.19376711,35,Ontario,3526047
705,Ontario Ministry of Natural Resources and Forestry,2020,43.21997282,-79.19229221,35,Ontario,3526047
706,Ontario Ministry of Natural Resources and Forestry,2020,43.21994568,-79.19279698,35,Ontario,3526047
707,Ontario Ministry of Natural Resources and Forestry,2020,43.22022823,-79.193235,35,Ontario,3526047
708,Ontario Ministry of Natural Resources and Forestry,2020,43.22015152,-79.19323079,35,Ontario,3526047
709,Ontario Ministry of Natural Resources and Forestry,2020,43.22007356,-79.19323216,35,Ontario,3526047
710,Ontario Ministry of Natural Resources and Forestry,2020,43.22000359,-79.19322705,35,Ontario,3526047
711,Ontario Ministry of Natural Resources and Forestry,2020,43.21993764,-79.19322258,35,Ontario,3526047
712,Ontario Ministry of Natural Resources and Forestry,2020,43.22045494,-79.19267047,35,Ontario,3526047
713,Ontario Ministry of Natural Resources and Forestry,2020,43.22040905,-79.19252443,35,Ontario,3526047
714,Ontario Ministry of Natural Resources and Forestry,2020,43.22038802,-79.19326242,35,Ontario,3526047
715,Ontario Ministry of Natural Resources and Forestry,2020,43.22045232,-79.1932791,35,Ontario,3526047
716,Ontario Ministry of Natural Resources and Forestry,2020,43.22052688,-79.19330529,35,Ontario,3526047
717,Ontario Ministry of Natural Resources and Forestry,2020,43.22061869,-79.19329538,35,Ontario,3526047
718,Ontario Ministry of Natural Resources and Forestry,2020,43.202777,-79.09937375,35,Ontario,3526047
719,Ontario Ministry of Natural Resources and Forestry,2020,43.19934616,-79.08114084,35,Ontario,3526047
720,Ontario Ministry of Natural Resources and Forestry,2020,43.17446894,-79.08810635,35,Ontario,3526047
721,Ontario Ministry of Natural Resources and Forestry,2020,43.17273261,-79.09151188,35,Ontario,3526047
722,Ontario Ministry of Natural Resources and Forestry,2020,43.16604949,-79.43460148,35,Ontario,3526057
723,Ontario Ministry of Natural Resources and Forestry,2020,43.15906839,-79.40646568,35,Ontario,3526057
724,Ontario Ministry of Natural Resources and Forestry,2020,43.15715057,-79.40549162,35,Ontario,3526057
725,Ontario Ministry of Natural Resources and Forestry,2020,43.15714328,-79.40572059,35,Ontario,3526057
726,Ontario Ministry of Natural Resources and Forestry,2020,43.15683062,-79.40547299,35,Ontario,3526057
727,Ontario Ministry of Natural Resources and Forestry,2020,43.20642021,-79.08113058,35,Ontario,3526047
728,Ontario Ministry of Natural Resources and Forestry,2020,43.20642141,-79.08103427,35,Ontario,3526047
729,Ontario Ministry of Natural Resources and Forestry,2020,43.20641212,-79.08132842,35,Ontario,3526047
730,Ontario Ministry of Natural Resources and Forestry,2020,43.20641518,-79.08122993,35,Ontario,3526047
731,Ontario Ministry of Natural Resources and Forestry,2020,43.20720419,-79.08531392,35,Ontario,3526047
732,Ontario Ministry of Natural Resources and Forestry,2020,43.17188869,-79.38780313,35,Ontario,3526057
733,Ontario Ministry of Natural Resources and Forestry,2020,43.17293085,-79.37535116,35,Ontario,3526057
734,Ontario Ministry of Natural Resources and Forestry,2020,43.14637154,-79.36195274,35,Ontario,3526057
735,Ontario Ministry of Natural Resources and Forestry,2020,43.14675952,-79.3619815,35,Ontario,3526057
736,Ontario Ministry of Natural Resources and Forestry,2020,43.14632271,-79.36185516,35,Ontario,3526057
737,Ontario Ministry of Natural Resources and Forestry,2020,43.1467847,-79.36188803,35,Ontario,3526057
738,Ontario Ministry of Natural Resources and Forestry,2020,43.16170561,-79.33798446,35,Ontario,3526057
739,Ontario Ministry of Natural Resources and Forestry,2020,43.16170082,-79.33811018,35,Ontario,3526057
740,Ontario Ministry of Natural Resources and Forestry,2020,43.14822805,-79.30478041,35,Ontario,3526053
741,Ontario Ministry of Natural Resources and Forestry,2020,43.16185953,-79.30469334,35,Ontario,3526053
742,Ontario Ministry of Natural Resources and Forestry,2020,43.16177616,-79.30493017,35,Ontario,3526053
743,Ontario Ministry of Natural Resources and Forestry,2020,43.19638939,-79.5987468,35,Ontario,3526065
744,Ontario Ministry of Natural Resources and Forestry,2020,43.15456718,-79.60731605,35,Ontario,3526065
745,Ontario Ministry of Natural Resources and Forestry,2020,43.12010386,-79.60079824,35,Ontario,3526021
746,Ontario Ministry of Natural Resources and Forestry,2020,43.11975495,-79.5981693,35,Ontario,3526021
747,Ontario Ministry of Natural Resources and Forestry,2020,43.11941418,-79.59826088,35,Ontario,3526021
748,Ontario Ministry of Natural Resources and Forestry,2020,43.15807191,-79.49621743,35,Ontario,3526057
749,Ontario Ministry of Natural Resources and Forestry,2020,43.19762693,-79.55032876,35,Ontario,3526065
750,Ontario Ministry of Natural Resources and Forestry,2020,43.19781674,-79.5489253,35,Ontario,3526065
751,Ontario Ministry of Natural Resources and Forestry,2020,43.19772436,-79.54896536,35,Ontario,3526065
752,Ontario Ministry of Natural Resources and Forestry,2020,43.18787459,-79.48630175,35,Ontario,3526057
753,Ontario Ministry of Natural Resources and Forestry,2020,43.18947897,-79.39775283,35,Ontario,3526057
754,Ontario Ministry of Natural Resources and Forestry,2020,43.18950911,-79.39744971,35,Ontario,3526057
755,Ontario Ministry of Natural Resources and Forestry,2020,43.12329927,-79.48302853,35,Ontario,3526057
756,Ontario Ministry of Natural Resources and Forestry,2020,43.22728781,-79.13002659,35,Ontario,3526047
757,Ontario Ministry of Natural Resources and Forestry,2020,43.22728781,-79.13002659,35,Ontario,3526047
758,Ontario Ministry of Natural Resources and Forestry,2020,43.15398687,-79.10636526,35,Ontario,3526047
759,Ontario Ministry of Natural Resources and Forestry,2020,43.15398687,-79.10636526,35,Ontario,3526047
760,Ontario Ministry of Natural Resources and Forestry,2020,43.19761643,-79.55028616,35,Ontario,3526065
761,Ontario Ministry of Natural Resources and Forestry,2020,43.19761643,-79.55028616,35,Ontario,3526065
762,Ontario Ministry of Natural Resources and Forestry,2020,43.19764786,-79.55036582,35,Ontario,3526065
763,Ontario Ministry of Natural Resources and Forestry,2020,43.19764786,-79.55036582,35,Ontario,3526065
764,Ontario Ministry of Natural Resources and Forestry,2020,43.19073105,-79.48227422,35,Ontario,3526057
765,Ontario Ministry of Natural Resources and Forestry,2020,43.19073105,-79.48227422,35,Ontario,3526057
766,Ontario Ministry of Natural Resources and Forestry,2020,43.19140552,-79.4813922,35,Ontario,3526057
767,Ontario Ministry of Natural Resources and Forestry,2020,43.19140552,-79.4813922,35,Ontario,3526057
768,Ontario Ministry of Natural Resources and Forestry,2020,43.18793683,-79.48614883,35,Ontario,3526057
769,Ontario Ministry of Natural Resources and Forestry,2020,43.18793683,-79.48614883,35,Ontario,3526057
770,Ontario Ministry of Natural Resources and Forestry,2020,43.18795681,-79.51012744,35,Ontario,3526057
771,Ontario Ministry of Natural Resources and Forestry,2020,43.18795681,-79.51012744,35,Ontario,3526057
772,Ontario Ministry of Natural Resources and Forestry,2020,43.01117059,-79.35986664,35,Ontario,3526028
773,Ontario Ministry of Natural Resources and Forestry,2020,43.01117059,-79.35986664,35,Ontario,3526028
774,Ontario Ministry of Natural Resources and Forestry,2020,43.04180115,-79.35410728,35,Ontario,3526028
775,Ontario Ministry of Natural Resources and Forestry,2020,43.04180115,-79.35410728,35,Ontario,3526028
776,Ontario Ministry of Natural Resources and Forestry,2020,43.04151145,-79.35408985,35,Ontario,3526028
777,Ontario Ministry of Natural Resources and Forestry,2020,43.04151145,-79.35408985,35,Ontario,3526028
778,Ontario Ministry of Natural Resources and Forestry,2020,43.05115337,-79.35326049,35,Ontario,3526028
779,Ontario Ministry of Natural Resources and Forestry,2020,43.05115337,-79.35326049,35,Ontario,3526028
780,Ontario Ministry of Natural Resources and Forestry,2020,43.0511145,-79.35326264,35,Ontario,3526028
781,Ontario Ministry of Natural Resources and Forestry,2020,43.0511145,-79.35326264,35,Ontario,3526028
782,Ontario Ministry of Natural Resources and Forestry,2020,43.03820055,-79.26831505,35,Ontario,3526028
783,Ontario Ministry of Natural Resources and Forestry,2020,43.03820055,-79.26831505,35,Ontario,3526028
784,Ontario Ministry of Natural Resources and Forestry,2020,43.22915854,-79.17895322,35,Ontario,3526047
785,Ontario Ministry of Natural Resources and Forestry,2020,43.22915854,-79.17895322,35,Ontario,3526047
786,Ontario Ministry of Natural Resources and Forestry,2020,43.2224527,-79.20651753,35,Ontario,3526053
787,Ontario Ministry of Natural Resources and Forestry,2020,43.2224527,-79.20651753,35,Ontario,3526053
788,Ontario Ministry of Natural Resources and Forestry,2020,43.22105848,-79.20956341,35,Ontario,3526053
789,Ontario Ministry of Natural Resources and Forestry,2020,43.22105848,-79.20956341,35,Ontario,3526053
790,Ontario Ministry of Natural Resources and Forestry,2020,43.20598669,-79.20471532,35,Ontario,3526053
791,Ontario Ministry of Natural Resources and Forestry,2020,43.20598669,-79.20471532,35,Ontario,3526053
792,Ontario Ministry of Natural Resources and Forestry,2020,43.1861841,-79.08516096,35,Ontario,3526047
793,Ontario Ministry of Natural Resources and Forestry,2020,43.1861841,-79.08516096,35,Ontario,3526047
794,Ontario Ministry of Natural Resources and Forestry,2020,43.17246595,-79.09113854,35,Ontario,3526047
795,Ontario Ministry of Natural Resources and Forestry,2020,43.17246595,-79.09113854,35,Ontario,3526047
796,Ontario Ministry of Natural Resources and Forestry,2020,43.14821124,-79.30491584,35,Ontario,3526053
797,Ontario Ministry of Natural Resources and Forestry,2020,43.14821124,-79.30491584,35,Ontario,3526053
798,Ontario Ministry of Natural Resources and Forestry,2020,43.14823786,-79.30462123,35,Ontario,3526053
799,Ontario Ministry of Natural Resources and Forestry,2020,43.14823786,-79.30462123,35,Ontario,3526053
800,Ontario Ministry of Natural Resources and Forestry,2020,43.14825767,-79.30421049,35,Ontario,3526053
801,Ontario Ministry of Natural Resources and Forestry,2020,43.14825767,-79.30421049,35,Ontario,3526053
802,Ontario Ministry of Natural Resources and Forestry,2020,43.14825172,-79.30472301,35,Ontario,3526053
803,Ontario Ministry of Natural Resources and Forestry,2020,43.14825172,-79.30472301,35,Ontario,3526053
804,Ontario Ministry of Natural Resources and Forestry,2020,43.18950378,-79.39740334,35,Ontario,3526057
805,Ontario Ministry of Natural Resources and Forestry,2020,43.18950378,-79.39740334,35,Ontario,3526057
806,Ontario Ministry of Natural Resources and Forestry,2020,43.03822237,-79.26816295,35,Ontario,3526028
807,Ontario Ministry of Natural Resources and Forestry,2020,43.03822237,-79.26816295,35,Ontario,3526028
808,MDA Geospatial Services Inc.,2021,49.99602039,-110.7531991,47,Alberta,4801003
809,MDA Geospatial Services Inc.,2021,49.99340898,-110.752437,47,Alberta,4801003
810,MDA Geospatial Services Inc.,2021,50.01042864,-110.7527353,47,Alberta,4801003
811,MDA Geospatial Services Inc.,2021,50.00962837,-110.753722,47,Alberta,4801003
812,MDA Geospatial Services Inc.,2021,50.00828764,-110.7516566,47,Alberta,4801003
813,MDA Geospatial Services Inc.,2021,50.00803025,-110.7488465,47,Alberta,4801003
814,MDA Geospatial Services Inc.,2021,49.99086038,-110.7225916,47,Alberta,4801006
815,MDA Geospatial Services Inc.,2021,50.04013275,-110.7078914,47,Alberta,4801006
816,MDA Geospatial Services Inc.,2021,50.03974006,-110.7080612,47,Alberta,4801006
817,MDA Geospatial Services Inc.,2021,50.04007465,-110.7073328,47,Alberta,4801006
818,MDA Geospatial Services Inc.,2021,50.03964841,-110.7070689,47,Alberta,4801006
819,MDA Geospatial Services Inc.,2021,50.07072951,-110.7933963,47,Alberta,4801018
820,MDA Geospatial Services Inc.,2021,50.07127401,-110.7934027,47,Alberta,4801018
